timestamp,mid_price,best_bid,best_ask,spread,spread_bps,bid_volume,ask_volume,imbalance,symbol
2026-01-08 18:41:57.220888,41920.54742498559,41906.098419316775,41934.996430654406,28.898011337635765,6.893519553709812,3.8176642251330715,0.9219957805759242,-0.07017309480123107,BTCUSDT
2026-01-08 18:41:57.320888,41927.60711455487,41916.77219857701,41938.44203053273,21.669831955723225,5.168392247264857,2.4509134892113065,0.7101395935222113,-0.14144083803274612,BTCUSDT
2026-01-08 18:41:57.420888,41951.96193997922,41940.2558546119,41963.66802534654,23.412170734639915,5.580709376151648,3.5950785062696973,2.211861351902901,-0.20126297078338792,BTCUSDT
2026-01-08 18:41:57.520888,41948.46730150705,41937.80546003594,41959.12914297816,21.32368294222966,5.08330442420326,1.100904139526405,1.7146741920754707,0.05602929716569192,BTCUSDT
2026-01-08 18:41:57.620888,41986.02120145897,41973.64616091891,41998.396241999035,24.75008108013185,5.894838418095166,4.615890823032262,4.908125942521629,0.09566328099807825,BTCUSDT
2026-01-08 18:41:57.720888,41936.2517065926,41923.28064440296,41949.22276878224,25.942124379279143,6.186085623670774,3.0382509000175073,4.148378710110159,0.1840390608121948,BTCUSDT
2026-01-08 18:41:57.820888,41899.53209343268,41887.22203378342,41911.84215308194,24.620119298511774,5.875989078735016,0.9680419314711033,0.9053861415402358,0.08511066911434947,BTCUSDT
2026-01-08 18:41:57.920888,41936.927024979595,41924.57221252865,41949.28183743054,24.709624901893093,5.89209240037423,0.7002022078069958,1.8565281748569582,0.1076493240418368,BTCUSDT
2026-01-08 18:41:58.020888,41872.576173674395,41858.892956936594,41886.2593904122,27.36643347561,6.535645994672637,2.0531160342998582,1.204965019952682,0.09736147569655863,BTCUSDT
2026-01-08 18:41:58.120888,41788.665685387256,41774.02720116997,41803.30416960454,29.27696843456689,7.005959140926702,3.463999258675156,1.5617169200003558,0.2363280355366704,BTCUSDT
2026-01-08 18:41:58.220888,41751.08815038756,41738.77234662252,41763.40395415259,24.631607530073516,5.899632469781478,3.497514012640173,2.977529050050301,0.14789245434012804,BTCUSDT
2026-01-08 18:41:58.320888,41700.923955337305,41687.9920220147,41713.855888659906,25.863866645207253,6.202228677932431,3.7676015700133245,4.657503285656659,0.13674516454625543,BTCUSDT
2026-01-08 18:41:58.420888,41679.478864184,41667.98701566604,41690.97071270196,22.98369703591465,5.514391653218341,2.3346804121624753,2.7087656466237293,0.20311794868626903,BTCUSDT
2026-01-08 18:41:58.520888,41678.00115036203,41667.50776569314,41688.49453503093,20.986769337786235,5.035454858324926,3.9919565039709495,3.9397587525278848,0.07542533124783005,BTCUSDT
2026-01-08 18:41:58.620888,41716.046986424095,41703.714814883264,41728.379157964926,24.664343081658576,5.912435348844353,2.3508261538832755,4.683653803588428,0.3656039911289109,BTCUSDT
2026-01-08 18:41:58.720888,41690.06002188404,41678.33856344939,41701.78148031869,23.44291686930128,5.623142988279597,3.305221725281947,3.955394473448713,0.14153827593106688,BTCUSDT
2026-01-08 18:41:58.820888,41742.956171139085,41729.873947483175,41756.038394794996,26.164447311823565,6.267990988600266,2.152390910091155,3.1544047950019576,0.3337994874190837,BTCUSDT
2026-01-08 18:41:58.920888,41720.20913525173,41708.64204111905,41731.77622938441,23.13418826536374,5.5450796496167065,1.8844640993199306,3.587451048869205,0.43335175345538135,BTCUSDT
2026-01-08 18:41:59.020888,41702.05520542874,41690.72219265021,41713.38821820727,22.666025557055416,5.435229857473493,2.5370536614763215,3.815925844813622,0.2222895806718196,BTCUSDT
2026-01-08 18:41:59.120888,41671.077223055036,41659.111130065714,41683.04331604436,23.932185978642618,5.74311670671231,1.0047602305872951,1.4754760451985758,0.3004970548965151,BTCUSDT
2026-01-08 18:41:59.220888,41675.86692235441,41665.20845689611,41686.52538781272,21.316930916610602,5.114934011169056,4.257707605179375,3.468549039232739,0.2340527150840229,BTCUSDT
2026-01-08 18:41:59.320888,41767.70999644312,41752.67085897957,41782.74913390667,30.078274927101717,7.201322488032774,4.931233837529328,1.8673859155140842,0.23015430192410172,BTCUSDT
2026-01-08 18:41:59.420888,41826.285499410296,41812.898100172955,41839.67289864764,26.77479847468215,6.401428708045243,3.441083399736708,4.92489737927888,0.24595822938369105,BTCUSDT
2026-01-08 18:41:59.520888,41744.18451021136,41729.64744617187,41758.72157425085,29.074128078974933,6.964833166608607,4.999615416743574,3.8489458896377413,0.3537678104996609,BTCUSDT
2026-01-08 18:41:59.620888,41754.45656177212,41743.504281867354,41765.40884167688,21.904559809522574,5.2460411685915895,1.2797091785901595,1.2716874284984514,0.29697793250178145,BTCUSDT
2026-01-08 18:41:59.720888,41691.73640689688,41678.17982155973,41705.29299223403,27.11317067430248,6.503248128043251,1.295590518998388,4.190659171663389,0.3217364766019626,BTCUSDT
